"","text"
"603","jokowi ke depan istana aja dulu tiap kamis ada yg nagih janji manis dari yg mau masuk istana"
"604","new post hrs lebih dicintai ummat dibanding presiden jokowi "
"605","jokowi assalamualaikum bpk presiden jokowi saya ingin melaporkan bahwa ada satu warga jateng kb berbs kl banjarkp kobokan tdk prnh mndptkn bantuan dari daerah stmpat ats nama rohman landung sdh thn sakit tdk prnh mndptkn bantuan pangan ataupun uang  mhn di cek"
"606","senjatanuklir elisajkt kampanye jokowi"
"607","rakyat ditipu lg kecewanya peserta acara relawan jokowi di gbk katanya mau shalawat qubro ternyata enggak ada "
"608","chusnulch jokowi kunjungan ke lombok janji jt sampainsekrng mereka mangeh janji"
"609","getarannusa maryshelparaiso kebijakan presiden jokowi kami bangga dengan pak dhe jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"610","andisinulingga jokowi kan bapak jokowi dah ajarin kaunyimak ngak sih isi pidatonya jelas banget disitu "
"611","jokowi hanis ngeprang se gbk"
"612"," yuk nonton bareng piala dunia gratis bersama idncash   japan vs costa rica   ada event menarik juga loh   dukung tim jagoanmu   link alternatif  "
"613","bachrumachmadi safirasafifra ya gitu deh mertua adik gua pun marah malah bilang kalo tau ini acaranya jokowi najis banget gua ikut ikutan walau pun gratis gua gak sudi katanya  pada murka supir bus yg kena semprot padahal gak tau apa mereka di bayar cuma antar jemput bekasi doang "
"614","untuk mengoptimalkan dan menyampaikan informasi pada publik sangat dibutuhkan hubungan masyarakat pemerintah atau government public relation gpr yg solid dan terbuka kemkominfo jokowi platejohnny "
"615","ganjarpranowo smoga ini artinya pdip dah setuju pak ganjar melanjutkan pak jokowijgn malu pakpd ajaihsg semoga bisa terbang besokyg investor perluin adalah kepastian program jokowi terus berlanjut"
"616","kicakrasurya benar ini kejadian pak jokowi segitunyaapa cuma hoak jokowi "
"617","djokoadv tanyakan sama pak jokowi kamukan buzzerrp ada istigosah ga"
"618","affan sembahlah itu jokowi yang menghina jokowi itu siapa ngga di hina dia sudah hina karena ulahnya sendiri orang pembohong kau jilat terus kecuali jika kau suka bohong juga jadi ngga heran "
"619","gimana sih caprescawapres pilihan jokowi tuh kriterianya seperti apa lalu kirakira siapa mungkinkah ganjar pranowo dan erick thohir erickthohir bangkitbersamaet "
"620","winnerspay ferdyferandi jokowi mohmahfudmd listyosigitp yauda balikin aja tendanya bang masa cuma garagara label imannya ke guncang cetek amat "
"621","helmifelis jokowi kok pada kejang setelah tau yg ngumpul begitu antusiasnya lo banyak lo rakyat lo ituhehehehe "
"622","drempuz donadam si faldo malah gapuak sajak dakek jo jokowi kini ko "
"623","fafamarifah abjadbiru jokowi sing milih yo modelan e koyo kw ra mudenganwkwkwk"
"624","ganjarpranowo rambut mu gak putih wajahmu gak keriput tanda suka nya di istana yang ac nya dingin sepertinya bukan dirimu yang diinginkan pak jokowi jadi presiden skip"
"625","apaa iyahhh "
"626","yamalik yaquddus yasalam yamuhaimin yakhaliq yawahhab yasamiik yabasyir yalatiif yasomad yamujib mhn lindungi jokowi kiyaimarufamin puanmaharaniri bamsoet puspentni officialmkri dri segala niatampikhtiar kmudaratan aamiinyarabbal alamiin nahdlatululama muhammadiyah"
"627","andisinulingga saya sejak awal ga percaya ga stuju pemimpin terpilih itu adalah cerminan dari para pemilih pendukungnya laah pak jokowi dulu dah katakan ga minat periode katanta taat konstitusi lah kok pendukungnya masih bersuara jokowi periode"
"628","getarannusa maryshelparaiso masyarakat ber terimakasih kepada presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"629","jokowi mantap pak"
"630","beroari jokowi ganjarpranowo anies diarahkan pakde utk dipilih sbg pemimpin aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono sewordtv cokrotv sctv cnn"
"631","jokowi yah di upload di akunya gak malu apa ya "
"632","nirmala mansyuli chusnulch jokowi relawan kami sudah rencanakan acara berbulan yang lalu jadi gak mungkin batal hanya karena gempa cianjur geblek"
"633","jokowi apa yang anda cari sih sebenarnya mbok udah "
"634","nadegemarzan maryshelparaiso terima kasih pak jokowi masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"635","partaisocmed karena kapasitas jokowi bukan pada level untuk memimpin negara walikota atau gubernur sudah maksimal"
"636","meidyengel mantap jokowi ini programnya sukses sekali yaaa jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"637","daftar oknum petinggi polri yg diduga penerima suap tambang ilegal sudah di posting media polri masih mau diam aja propampolri listyosigitp divhumaspolri kompolnasri mohmahfudmd dprri kejaksaanri jokowi kspgoid "
"638","ammi apresiasi kepada presiden jokowi papuayouthcreativehub "
"639","jokowi bujer nye plangaplongo pada nongol "
"640","politisi pdip kritik keras acara relawan jokowi digbk "
"641","jokowi kerja untuk negeri presiden jokowi memang seorang pemimpin yang berhasil jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"642","ahdtaufiq kalo melihat sekilahb sepertinya pak jokowi menikmati acara tersebut kok bisa dianggap mengkerdilkan bahkan tweet pak jokowi kelihatan bahagia sekali"
"643","meidyengel kita terus dukung jokowi dan penerusnya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"644","tempodotco haha apalagi kalau bu ketum sdh pensiun di pdip bisa hilang trah sukarno dibajak oleh pemodal yg dibelakang relawan ini dari pada bikin partai kya hary tanoe mending bajak pdip aja nanti jadiin jokowi atau ganjar ketum mana pasti jdi prtai penguasa"
"645","jokowi ente merasakan kesusahan ane sebangai rakyat indonesia ga jok ente tau ga kesusahan dan kesenangan ane jok ngetwit karo lambe mu kui ra singkron blas pean cuk"
"646","goldhias giginpraginanto jokowi yg nipu itu bukan jkw tapi mukidi"
"647","ferdyferandi jokowi mohmahfudmd listyosigitp doni kontol"
"648","meidyengel semangat pak jokowi kita harus tetap berjuang bersama indonesia maju dengan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"649","ayo pak listyosigitp pak jokowi ditindaklanjuti demi rakyat check out adsants video tiktok "
"650","irsuwaji paltiwest kalian seneng ya melihat pak jokowi di katain kadrun seperti ini "
"651","rakyat peduli ibu pertiwi hrs tahu naga kapitalis dan oligarkhi paling benci dg anies r baswedan dan prabowo itu sebabnya pilihlah diantara kedua orang ini tp fokus pd anies r baswedan jk prabowo masih belum punya sikap terhadap rezim jokowi"
"652","jokowi ada rakyatnya yg lagi berduka tapi"
"653","maryshelparaiso terima kasih pak jokowi masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"654","detikcom kadrun selalu diombang ambingkan dan berharap pakde jokowi berkata next presiden adalah orang yaman"
"655","restycayah niluhdjelantik jokowi pantas si resty peduli ama niluh org niluh juga peduli ama dia tuh buktinya ditanyain hr ini udah maka apa blm pake panggilan sayang lg suitsuit "
"656","jokowi pemimpin yg dibutuhkan pemimpin yg hebat mampu membawa indonesia ke arah yg lebih baik sesuai dgn tujuan bernegara sebagaimana termaktub dlm pembukaan uud "
"657","jokowi datanya dari bantuan apapunhari ini bansos keluar kalo gak ada aku gak apaapa cuma pengen tau aja maksud orng yg poto rumah dari kepemerintahan dan ngomong ada daptaran tapi kagak ada orangnya kp lengkongdes sagara kec cibalong kab garut bpk irodibu yuyun rtrw"
"658","tapi nama lengkapnya kan anies rasyid baswedan jadi gak mesti disingkat dengan inisial yg itu kan kecuali emang maksa jokowi juga kan umumnya gak disingkat jd jw walau itu bener inisial namanya jd emg lu maksa aja cari singkatan yg mau ngerendahin orang "
"659","andiarief siapa yg ditunjuk jokowi itu yg akan memenangi presiden ayo taruhan doss kondom bergerigi berani"
"660","tonton tips menyesatkan jokowi ganjar tolak diendorse di youtube "
"661","hasto pdip tak sepakat asumsi jokowi soal pemimpin berambut putih "
"662","bradharizz jokowi ya udah reoni sana drunngak udah ngamuk simple kan drun"
"663","yantireinke alisyarief cm ada di era pak jokowi yg sering kalian bilang pki tapi orang kemekkah saja saking terkenalnya sebut rupiah jokowi gak ada sebut rijik  "
"664","terima kasih guru berkat jasa mu kami mengenali dunia selamat hari guru nasional cakiminow dpppkb bujenggo hanifdhakiri halimiskandarnu jokowi emhasanuddin "
"665","jokowi turun lah pak rakyat miskin banyak yg menderita"
"666","restu pak jokowi hampir dipastikan berlabuh untuk pasangan ganjarpranowo erickthohir kolaborasi keduanya akan mampu memajukan indonesia bangkitbersamaet "
"667","sangguru andisinulingga jokowi cara sederhana membasmi parasit cukup dgn membakar nya iya ga sih "
"668","elonaralans chusnulch jokowi pingsan apa pura mati lo "
"669","kata buzzerrp kabinet jokowi dan menterinta adalah team tangguh tangguh apanya sih orang jahat pada rakyat jahat pada bangsa itu rentan jatuh rakyatlebihcintaanies rakyatlebihcintaanies "
"670","punokawan inilahdotcom kalo di undangannya ditulis akan dihadiri bapak jokowi kira kira pada dateng nggak ya itu emak emak pengajian cuma nanya nggak terima gas ya"
"671","joksuper wanspati dzakysafaraz pencerah ekonomi kita digerakkan umkm pak jokowi tidur aja juga pasti ada pertumbuhan atau malah lebih bagus"
"672","diantara halusinasi dan realita relawan jokowi "
"673","putridrupadi maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"674","citralestarip stresnowat presiden nyindir jokowi kening nya berkerut trus"
"675","ramai capres rambut putih netizen kaitan kriteria presiden jokowi mengarah terhadap ganjar pranowo "
"676","maryshelparaiso mantap memang pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur"
"677","jokowi kami ini inginnya daya beli meningkat kenyataannya malah merosot"
"678","sekertaris jenderal dpp pdip hasto kristiyanto mengkritik adanya agenda nusantara bersatu yang digagas oleh relawan presiden joko widodo jokowi di sugbk senayan jakarta sabtu "
"679","mengenalkan sejak dini nkrihargamati tppjatim tpppasuruan tppbangil jokowi halimiskandarnu ariasharie enterdeeper mifthulmunir gosbrodhen cakfuri ahamonday nurimaulidiz ekoherunat kpwjatim uberdesa pondoksepuh faridwahyulie haniskuncoro "
"680","merahputihsuara rr adlh contoh pemimpin yg rendah hati amp mau melakukan restorasi kemajuan aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono"
"681","nirmala jokowi negara kesatuan relawan indonesia rapat akbar konsolidasi pencegahan tuntutan hukum pasca lengser"
"682","kritik acara relawan jokowi di gbk sayap pdip geram menempel di lingkar kekuasaan cuma jadi benalu "
"683","kumpulkan massa di gbk jokowi pamer kesaktiannya meski bukan ketum partai "
"684","jokowi berikan bukti nyata kerja untuk indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"685","jokowi pidato nya ga mutu"
"686","pak jokowi "
"687","bachrumachmadi nah kalo kata pengamat sih begini tapi pendukung masing kan maunya jagoannya yang jadi ri "
"688","olvaholvah jokowi maksudnya bukan kaya gt nnti biar mentri penerangan yg menerangkan"
"689","apresiasi kepada bapak jokowi papuayouthcreativehub "
"690","putridrupadi maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"691","maraalmira semangat perjuangan pak jokowi maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"692","alisyarief kata ganjar bukan gue bukan gue relawan jokowi bego bareng "
"693","wekawekaweka chusnulch jokowi itu bkn bercanda tp presiden sudah ikut campur urusan politik dan habisin uang milyar disaat ada bencana gempa untuk pertemuan spt itu tujuan politis dan tdk ada manfaat selain menipu para peserta dgn acara doa istighosa tujuannya apa selain pemebelahan dan polarisasi"
"694","maraalmira jokowi sangat tabah menjaga indonesia maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"695","koonerkhadi restycayah dih pura tolol apa tolol beneran keknya tolol beneran takut makanya ngeles anjeng lo jokowi kira itu klo diganti dengan kata anjeng yg difoto elu berwibawa lo jokowi dengan konteks cuitannya lebih kemana silahkan ngeles lg saya tau kok anda tolol pasti defensive"
"696","para pengemudi ojek dan taksi online adalah orangorang yang berani menembus batas berani keluar dari zonazona nyaman dan berani keluar dari tradisi dan menjadi pelopor model pekerjaan baru bersamajokowi indonesiamaju jokowi "
"697","slebew zolapapazola msaiddidu yg posting jg para sakit hatimfudah pada tua bentar lg matimbok berbuat baik jauhkan rasa benci kepanjangan jk emng anda bekerja baik dan benar tdk mungkin dipecat m jokowiberarti ada yg bener maka dipecattrus buat barisan sakit hatikatanya orang berilmu ko cetek"
"698","pagiperindu anies contoh pemimpin yg rendah hati amp mau melakukan kebaikan utk kebahagiaan aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono"
"699","subur jokowi memang sampah"
"700","ferdyferandi jokowi mohmahfudmd listyosigitp kalau saya jadi kapolres cianjur hanya ada pilihan utk menyikapi kasus tsb menindak tegas kelompok intoleran tsb atau mengundurkan diri sbg kapolres cianjur"
"701","satriohendri antaranews pengamat gas melon bersabda sebenarnya gue salut dan bagga dg kehebatan pak jokowitapi apa mau dikata demi asap dapur gue udah tekan kontrak sebagi pembenci pak jokowi"
"702","salam satu komando salam nkri kereen bp jokowi "
"703","detikcom yg ngadain acara kayanya pemodal pendukung jokowi dh bukan dari partai mereka ngadain karena dpt info dari lembaga survei sewaan mereka kalau anies sdang naik bngt elektabilitasny klo didiamkan anies yg jd presiden cara lewat kpk sdh gak mungkin lagi utk gagalkan anies"
"704","yantireinke alisyarief mending bikin tagar lg sono atau reuni demi  pak jokowi disegani oleh bangsa lain lah elo cm bisa demo  mikir"
"705","masyarakat sangat mendukung kinerja program kerja pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"706","gak ada manfaatnya tapi kok selalu disambut meriah oleh rakyat daripada acara jokowi gak jelas di gbk hamburkan uang rakyat sampai m "
"707","tim bubur di aduk atau ngga sih itu terserahtapi kinerja jokowi jelek tuh kita harus sepakat ga sih"
"708","rantajawi maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"709","broaly yaellaahhh rahmasarita gak usah ngatur neng pak jokowi udah tauntar kalau pak jokowi bilang jgn pilih yg gak bisa kerja yg cuma pinter ngomomg kadrunz ngamuk lagi intinya maah bakalan salah aja pak jokowi dimata kadrunz maah mending loe jualan anies deh "
"710","zelisslie pak jokowi kerja kerja kerja pak choi soobin keras keras keras"
"711","daracega gak ada manfaatnya tapi kok selalu disambut meriah oleh rakyat daripada acara jokowi gak jelas di gbk hamburkan uang rakyat sampai m "
"712","tokdlg restycayah niluhdjelantik jokowi ini diambil dri citra satelit ya tok"
"713","ajiesra aniesbaswedan bener bangetsi wan kibul meniru gaya jokowi blusukan terus ke tukang pangkasini gaya jkw banget sampaix dulu pas jkw ke garut dipangkas diledekin kadrunskg si wan bacod niru kadrun mingkem nies lu mah ga bisa kerjakagak kreatif jd dosen aja lebih cocok paham "
"714","resubunpitter bamseng jokowi ganjarpranowo yang rambut hitam "
"715","nuraini ridwannukasep nugrazee detikcom kok jd sby jokowi padahal gw reply perihal jalan depan rumah ya gw jelasin diaspal di era sby kok kalian panas emang jokowi ngaspal pake duit sendiri bangun tol duit sendiri kok seakan akan didewakan sekali tolong otak dipakai ya"
"716","egk salah tapi egk benar juga jdi gimana ya apa aku pilih jokowi aja "
"717","jaganegeriku tvonenews yaqutcqoumas pak kiyaimarufamin pak jokowi tuh ada yg nyindir kalian demi jabatan dan kekekuasaan semu makin banyak pejabat yg tdk punya malu memperlihatkan sikap standar ganda prabowo pbnu gusdurians gusmusgusmu cttndmkrs fahrihamzah ramlirizal airlanggahrt matanajwa"
"718","presiden jokowi ajak semua pihak bersama menangani krisis dan menegakkan keadilan konstitusional jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"719","samuderaestu jokowi memalukan ga ada sense nya korban gempa lebih jiwa masih berduka disini bergembira copras capres hanya takut bayangan "
"720","betul pak hal yg seperti sangat sangat harus di hindari yg hanya memanfaatkan utk kepentingan politik nusantarabersatu jokowi gbk indonesiamaju ars "
"721","pak jokowi mohon perhatiannya utk tunas bangsa ini arogansi pemda harus dihentikan demi keberlangsungan pendidikan tunas bangsa "
"722","ditipu jd jokowi troops  "
"723","getarannusa ridwana maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"724","jokowi batal membuka munas kahmi karena ada anies baswedan portal islam "
"725","presiden jokowi terungkap menyatakan menteri bumn erickthohir sebagai cawapres di pemilihan presiden pilpres orang nomor satu di indonesia itu mengatakan siapapun calon presiden capres nanti erick thohir menjadi pendamping yang sangat potensial bangkitbersamaet "
"726","panca pokok pak jokowi presiden terhebat sepanjang sejarah manusia dunia alam semesta dan seluruh isinya debat no valid salam  periode"
"727","detikcom harusnya arsjad rasjid amp aminuddin maruf ijin dulu ke pdip krn partai punya mekanisme thd petugas partai nya jgn main bajak aja di struktur partai tdk ada yg namanya relawan jokowiini sdh melangkahi wewenang ketua umum pdip"
"728","alvinlie jokowi akankah ada korban dari intrik politik jelang purna tugas "
"729","lambegambleh hukumdan nih bong kelakuan jokowi sangat jorok nih bung ntar jokowi kena koreng lg "
"730","helmifelis jokowi terus apa yg anda lakukan wahai onta"
"731","ini nyindir anies yg kebanyakan duduk di kantor sehingga perutnya semakin gemuk "
"732","jokowi yg jelas bukan anda juga bukan pilihan anda om"
"733","viral gegara hadir di acara relawannya di gbk martabat jokowi sebagai presiden jadi rendah "
"734","relawananies disaat cianjur berduka sibuk copras capres tidak bermanfaat buat warga beda dg jokowi gbk penuh panjatkan doa dan galang bantuan bye nasdrun nasdrungurem"
"735","indonesia semakin maju di era presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"736","ferdyferandi jokowi mohmahfudmd listyosigitp apa apa di negara ini jadi riweuh apa apa jadi masalah ribet amat hidup di indonesia"
"737","mocangtian irengmaulana jokowi mohon diteliti cuitanya divhumaspolri dan ccicpolri ini masuk dalam makar atau tidak"
"738","ganjar pamer warna rambut baru usai jokowi singgung pemimpin berambut putih "
"739","dnprxx siaranbolalive itu sampah hasil dari acara relawan jokowi"
"740","infosuporterid gak usah sok nusantara bilang aja terus terang kampanyenya jokowi mendukung ganjar"
"741","jokowi hebat membangun negeri jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"742","ferdyferandi jokowi mohmahfudmd listyosigitp pak listyosigitp pak mohmahfudmd"
"743","keuangannewsid sebagai informasi saya bukan pendukung jokowi ada banyak kebijakan jokowi yg saya tidak suka seperti pembangunan kereta cepat jakarta bandung pemindahan ibukota dll tujuan dari twit ini hanya untuk mempertanyakan kebenaran berita saja"
"744","itsurboihyl mastr alifiqra tifsembiring jokowi analogi elu analogi ga nyambung elu pikir demo di jalan bentuk demokrasi legal  demo tuh ke dpr yg sering dilakuin mahasewa"
"745","dvilicious jokowi kompolnasri ganti pake baju apa yg cocok"
"746","getarannusa putridrupadi maryshelparaiso masyarakat ber terimakasih kepada presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"747","radaimond inoe jokowi buang di tempat sampah goblog"
"748","heryidris hukumdan nih bong kelakuan si jokowi sangat jorok nih bong ntar si jokowi korengan lg nih bong "
"749","democrazymedia pecatan takut jokowi periode nyantai bung jlokowi dan pemerintah statement sesuai uud periode"
"750","jokowi pak mau curhat dikit mamah aku udah gedeg sama pemerintah kampungdari dulu suka minta minta ktp sama kkdipotoin rumah sering bangetterakhir minta ktp sama kk katanya ada bantuan disononya ada daptaran tapi kagak ada orangnyatolong di cek ada kagak dari keluargaku yg tercatat"
"751","tirtoid harusnya arsjad rasjid amp aminuddin maruf ijin dulu ke pdip krn partai punya mekanisme thd petugas partai nya jgn main bajak aja di struktur partai tdk ada yg namanya relawan jokowiini sdh melangkahi wewenang ketua umum pdip"
"752","satgas pmi projo serahkan bantuan kedua kepada korban gempa di cianjur projo jokowi prayforcianjur "
"753","estiupay yusufdumdum ini berhasil kok acaranya media mainstream tidak memberitakan pembohongan ini yg di up cuma ribuan relawan jokowi di kampung saya yg sampe beritanya adalah ada acara dihadiri ribuan orang pendukung jokowi tinggal gimana caranya bikin kondisi seolah butuh periode"
"754","rambut putih calon pemimpin disentil jokowi ini penyebab uban "
"755","jokowi itu congkak awal jadi presiden tahun suciwati dkk tereak usut munir yang tertangkap di penerawangan rakyat itu begini yang penting saya sudah jadi presiden bodo amat kalian tereak rakyatlebihcintaanies rakyatlebihcintaanies"
"756","tempodotco oh settingan kadrun yang ketinggalan jaman nyuruh kadrun ke acara jokowi terus pura kecewa terus ah sudah lah trick jaman kuda masih dipake terus teriak ibu pengajian lah emag ibu pengajian ga boleh ada yg dukung jokowi getoh "
"757","alisyarief gak aneh kok kepada sambo pun harus dipaksa presiden jokowi polhukamri mohmahfudmd amp tekanan masyarakat luas khoirudin laodemsyarif syarman andrewenas"
"758","kumparan harusnya arsjad rasjid amp aminuddin maruf ijin dulu ke pdip krn partai punya mekanisme thd petugas partai nya jgn main bajak aja di struktur partai tdk ada yg namanya relawan jokowiini sdh melangkahi wewenang ketua umum pdip"
"759","purham sarmin niluhdjelantik jokowi oalah itu pak anies kirain roy marten "
"760","ferdyferandi jokowi mohmahfudmd listyosigitp copot negara tidak boleh kalah dari kelompok intoleran bisa jadi preseden jika dibiarkan nkri pancasila bhinneka tunggal ika harga mati proses hukum itu ormas"
"761","jokowi berhasil dengan program pemulihan ekonomi nasional termasuk jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"762","presiden jokowi memajukan perekonomian termasuk jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"763","mari sama sama kita dukung kebijakan presiden jokowi untuk indonesia maju dan sejahtera jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"764","presiden jokowi adalah presiden yang menjunjung nilainilai kebhinekaan jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"765","kita warga bisa saling mendukung pembangunan dengan pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"766","sudah terbukti presiden jokowi banyak prestasi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"767","kinerja jokowi tidak perlu diragukan lagi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"768","mendukung kesejahteraan bisa terwujud asalkan kita bersama pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"769","presiden jokowi menjadikan indonesia lebih baik dan maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"770","daftar keberhasilan pak jokowi dalam bidang infrastruktur termasuk jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"771","kebijakan presiden jokowi terbukti mampu meningkatkan kualitas sdm tanah air jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"772","kita bangga di pimpin pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"773","pemerintah presiden jokowi banyak kebijakan yang menyejahterakan rakyat jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"774","presiden jokowi membangun indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"775","kemajuan bisa tercipta dengan kebersamaan warga dukung pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"776","asyik kebijakan presiden jokowi keren jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"777","masyarakat apresiasi kinerja pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"778","mendukung pak jokowi karenanya ekonomi indonesia tumbuh diatas persen jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"779","kerja keras dan bukti nyata kinerja pak jokowi di jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"780","keberhasilan pak jokowi dalam pemulihan ekonomi nasional da jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"781","jokowi hebat dimata masyarakat jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"782","kebijakan presiden jokowi adalah yang terbaik untuk bangsa indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
