"","klasifikasi","score","text"
"541","Negatif",-1,"yanharahap bang ruhutsitompul ferdinandhutah knp ya kader pdemokrat lbh suka nyinyirin presiden jokowi pdhl kan pak jokowi gak akan bs maju lg hebat ya ternyata si tukang kayu msh aja ditakuti sm partai yg di bidani jenderal bintang dan mantan presiden pula lagi"
"542","Negatif",-2,"jokowi rambut low gak putih jokgak mikirin rakyat ya"
"543","Negatif",-1,"newsarrahmah jokowi gibrantweet kaesangp restycayah restycayaah divhumaspolri ccicpolri listyosigitp dennysiregar ulinyusron nama jokowi bukan cuma presiden aja bang"
"544","Positif",1,"msaiddidu menurut pak mohmahfudmd dan pak jokowi seorang mantan pejabat yg seperti gimana "
"545","Negatif",-2,"ya allah  kok hanya di tonton bagaimana mental masyarakat bisa begini apa begini hasil revolusi mental itu adinda gibrantweet bisa bantu viralkan pak jokowi please hatiku sangat tersayat tvonenews "
"546","Positif",2,"sorot nusantara bersatu di gbk hasto kristiyanto manfaatkan kebaikan presiden jokowi "
"547","Netral",0,"democrazymedia gpp saat banyak pengangguran dan gaji buruh sangat rendah gegara omnibus law bikinan pemerintahan pak jokowi uang rb sangat bermanfaat"
"548","Netral",0,"hrsnya berani kalau tdk swpanjang jaman ginian terus jika simpatisan khilafah dn wahabiss alergi pancasila dan tahlilan ada divhumaspolri listyosigitp polhukamri puspentni jokowi kspgoid "
"549","Negatif",-1,"ada hal menarik pada hari kedua rangkaian konferensi tingkat tinggi ktt g di bali rabu november jokowi "
"550","Negatif",-1,"smslalghozali malah hasto mengkritik acara kemarin "
"551","Positif",1,"putridrupadi maryshelparaiso kebijakan presiden jokowi kami bangga dengan pak dhe jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"552","Netral",0,"kangkhoiry sasantoso restycayah jokowi divhumaspolri puspentni pssi fifacom ini bus nya ada wkwk "
"553","Netral",0,"purnomowardoyo ajaran dan ilmu anies yg tinggi sbg contoh pemimpin yg rendah hati aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono"
"554","Negatif",-2,"dari speechnya ini jokowi paham betul kalau relawan dan simpatisannya adalah orangorang goblok "
"555","Netral",0,"presiden jokowi memang seorang pemimpin yang berhasil jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"556","Positif",1,"maryshelparaiso pakde jokowi hebat"
"557","Negatif",-1,"usai acara relawan jokowi total ton sampah kotori gbk "
"558","Negatif",-2,"jokowi sudah melampaui kewenangan wajar jika kader pdip tersinggung "
"559","Netral",0,"calon penerus pak jokowi  "
"560","Netral",0,"garagara pidato pak jokowi kami berdua aprukaprukan ke pasar anyar ngecat rambut di salon jonih  "
"561","Positif",1,"sqvyglunfmnor jokowi gitu juga lulusan asli ugm bro  katanya"
"562","Netral",0,"bachrumachmadi ternyata yang dibilang pak jokowi itu yang pake kacamata  "
"563","Positif",1,"karena jokowi tetap kampanye periode maka sebaiknya wilayah wilayah berkontribusi besar utk pembangunan indonesia utk bersatu meredesign indonesia tidak banyak manfaat jika begini terus "
"564","Netral",0,"jokowi loe gak malu pak"
"565","Netral",0,"jokowi lestarikan alam jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"566","Netral",0,"maryshelparaiso mantap pakde jokowi"
"567","Positif",2,"zibatajul andisinulingga jokowi siaapa yanh intervensi  pak jokowi hanya ngasih arahan ke pendukungnya kok emagnya di gbk temu kangen partai  itu temu kangen pendukung jokowi gimana sih ente"
"568","Positif",1,"mdyasmara ha ha ha itu mau nya jokowi di rendah kan relawan nya atau jokowi mau membuat kekuatan baru di luar pdip apa pdip nggk nyadar"
"569","Netral",0,"aniesbaswedan garagara pidato pak jokowi kami berdua aprukaprukan ke pasar anyar ngecat rambut di salon jonih  "
"570","Positif",1,"pdip sesalkan aksi relawan jokowi di senayan kenapa "
"571","Positif",1,"nadegemarzan maryshelparaiso itu semua berkat kinerja pak jokowi yang sangat baik masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"572","Netral",0,"jokowi malu lah pak maluuu"
"573","Netral",0,"pemimpin itu tidak hobi ngutang luar negeri gimana betulkan "
"574","Positif",2,"lulusan sma yg dpt rezeki nomplok dari jokowi utk pimpin kemenagri mmg segitu kapasitas seorg lulusan sma dlm menata kata coba temanya tentang deradikalisme pasti dia lancar radikalradikul kodrankadrun sesuai keahliannya bersama buzzerplaknat pendukung rezim lainnya "
"575","Negatif",-4,"alisyarief ngutang sama china juga bakteri bisa menyebabkan kematian mati terlilit hutang cc jokowi"
"576","Netral",0,"sebut jokowi anugerah terindah dari tuhan brigade dukung ganjar lanjutkan estafet kepemimpinan "
"577","Netral",0,"wagimandeep jokowi kerupuk jg rupanya"
"578","Netral",0,"jokowi tolong boss jadilah presiden utk semua rakyat indonesia bukan presiden utk kelompok andakata pembantu anda gbk jgn di pakai krn utk piala dunia u eh kenapa sampeyan malah memakainyaapakah sampeaan waras"
"579","Negatif",-1,"karsono niluhdjelantik jokowi literasinya diperbaiki lagi dong mambaca status saja tdk paham makanya jgn terlalu beni biar akal tetap bisa dipakai"
"580","Netral",0,"presiden jokowi sangat menghargai pondok pesantren jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"581","Netral",0,"jokowi pilih pemimpin yg hati jangan sampai terulang lagi "
"582","Negatif",-1,"hayo nasdem segera angkat kaki dan keluar dari kabinet pak jokowi lbh terhormat daripada di tendang keluar akan terhina gentlemanlahsegera angkat kaki "
"583","Positif",1,"oposisicerdas aku lihat raut muka jokowi kayaknya sediiih banget dg wajah inosennya waktu kunjungan ke cianjur ternyata aku kena tipu beda banget saat acara di gbk sumringah dg raut muka sombong sambil senyum sana sini"
"584","Netral",0,"jokowi salam periode indonesia maju bersama bpk presiden jokowi beserta jajarannya semoga sehat selalu dan panjang umur sukses indonesia "
"585","Negatif",-7,"jokowi gue orang katholik tapi kalau di tipu gini juga pasti kesel lah orang yg dateng pasti makin jijik sama bapak dan pak ganjarpranowo"
"586","Positif",2,"urrangawak berarti pak jokowi menegaskan bahwa dia tidak bersih krn di wajahnya ada kerutan    "
"587","Netral",0,"keuangannewsid atas nama rakyat indonesia kami setuju pak jokowi periodeape loape loape lo "
"588","Negatif",-2,"micheladaml micheladam terkena prang jokowi kirain mau istigosah zikir bersama mendoakan yg terkena musibah gempa bumi cianjur ehhh tah tahunya di kasih goyang an inul daratista  rakyatlebihcintaanies rakyatlebihcintaanies "
"589","Netral",0,"bachrumachmadi lebih para majikanmu belum resmi jadi capres sudah kampanye wara wiri tebar pesona tanpa rasa empati kepada warga yg tertimpa musibah gempajokowi masih kesana memastikankorban mendapat bantuan yg cukupdasar hatoban yaman paling pintar mengadili orang"
"590","Positif",2,"gerakan nusantara dibawah komando jokowi siap galang dana untuk gempa cianjur jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"591","Netral",0,"clara listyosigitp setkabgoid jokowi mohmahfudmd ridwankamil bimaaryas takut gak dapet setoran dr ormasnya"
"592","Netral",0,"iya maleslah buka munas politik identitas yg bikin alergi jokowi "
"593","Netral",0,"kemenpu owh ini yg dimaksud jokowi calon presiden"
"594","Netral",0,"andisinulingga bsnyak bedanyasnis kelebihan bayar pak jokowi nggak anis janji palsupak jokowi nggakanis jual pohon  di monaspak jokowi nggak anis pesan penghargaanpak jokowi nggak anis merubah nama jalanpak jokowi bangun jalan anis nggak becus kerjapak jokowi pinter kerja "
"595","Negatif",-2,"waan chusnulch jokowi dara antek pki boneka oligarki cebong goblok dibodoh hin petruk mau aja dibayar ribu dkasih makan hilang sudah empati kpd sodaranya yg terkena bencana uang milyar dibuang percuma untuk promosi si raja bokep setan asli klean"
"596","Netral",0,"jdobos bennyharmanid contoh pendukung anies yg militan dan fanatik aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono kompastv tvonenews metrotvtoday"
"597","Positif",1,"bradharizz jokowi apa hebatnya bisa kumpulin masa di monas kalau di pemilu kalian kalah jangan banyak lagak kalian itu minoritas yg lagak nya menjijikan"
"598","Negatif",-1,"insan ah yang benar dahsyat mana hinaan pak sby dengan pak jokowipak sby cucu nabi tidak pernah menghinamasih unggul pak jokowi bisa di hina cucu nabi"
"599","Negatif",-1,"andisinulingga jokowi loe seujung taik kukunya jokowi aja kagak ada otak loe mampet itulah kehebatan jokowi dlm berpolitik cek ombakngarti kagak loecek ombak"
"600","Negatif",-3,"nirmala mansyuli chusnulch jokowi peserta pun karena tidak paham soal pintu akhirnya di kadruni sama cebong betina"
"601","Negatif",-1,"bobichsan jokowi pernah dnger narasi jokowi berisi yo ndak bakal ada lhawong kosong"
"602","Negatif",-3,"andiarief ente ini sibuk mikirin jokowi ajaente pikirin tuh rencana koalisi pleciden plecidenan yang masih berantakan acak kadut"
"603","Positif",4,"jokowi ke depan istana aja dulu tiap kamis ada yg nagih janji manis dari yg mau masuk istana"
"604","Netral",0,"new post hrs lebih dicintai ummat dibanding presiden jokowi "
"605","Positif",6,"jokowi assalamualaikum bpk presiden jokowi saya ingin melaporkan bahwa ada satu warga jateng kb berbs kl banjarkp kobokan tdk prnh mndptkn bantuan dari daerah stmpat ats nama rohman landung sdh thn sakit tdk prnh mndptkn bantuan pangan ataupun uang  mhn di cek"
"606","Netral",0,"senjatanuklir elisajkt kampanye jokowi"
"607","Negatif",-1,"rakyat ditipu lg kecewanya peserta acara relawan jokowi di gbk katanya mau shalawat qubro ternyata enggak ada "
"608","Positif",3,"chusnulch jokowi kunjungan ke lombok janji jt sampainsekrng mereka mangeh janji"
"609","Positif",1,"getarannusa maryshelparaiso kebijakan presiden jokowi kami bangga dengan pak dhe jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"610","Netral",0,"andisinulingga jokowi kan bapak jokowi dah ajarin kaunyimak ngak sih isi pidatonya jelas banget disitu "
"611","Netral",0,"jokowi hanis ngeprang se gbk"
"612","Positif",2," yuk nonton bareng piala dunia gratis bersama idncash   japan vs costa rica   ada event menarik juga loh   dukung tim jagoanmu   link alternatif  "
"613","Negatif",-5,"bachrumachmadi safirasafifra ya gitu deh mertua adik gua pun marah malah bilang kalo tau ini acaranya jokowi najis banget gua ikut ikutan walau pun gratis gua gak sudi katanya  pada murka supir bus yg kena semprot padahal gak tau apa mereka di bayar cuma antar jemput bekasi doang "
"614","Negatif",-2,"untuk mengoptimalkan dan menyampaikan informasi pada publik sangat dibutuhkan hubungan masyarakat pemerintah atau government public relation gpr yg solid dan terbuka kemkominfo jokowi platejohnny "
"615","Netral",0,"ganjarpranowo smoga ini artinya pdip dah setuju pak ganjar melanjutkan pak jokowijgn malu pakpd ajaihsg semoga bisa terbang besokyg investor perluin adalah kepastian program jokowi terus berlanjut"
"616","Netral",0,"kicakrasurya benar ini kejadian pak jokowi segitunyaapa cuma hoak jokowi "
"617","Negatif",-2,"djokoadv tanyakan sama pak jokowi kamukan buzzerrp ada istigosah ga"
"618","Negatif",-6,"affan sembahlah itu jokowi yang menghina jokowi itu siapa ngga di hina dia sudah hina karena ulahnya sendiri orang pembohong kau jilat terus kecuali jika kau suka bohong juga jadi ngga heran "
"619","Netral",0,"gimana sih caprescawapres pilihan jokowi tuh kriterianya seperti apa lalu kirakira siapa mungkinkah ganjar pranowo dan erick thohir erickthohir bangkitbersamaet "
"620","Positif",2,"winnerspay ferdyferandi jokowi mohmahfudmd listyosigitp yauda balikin aja tendanya bang masa cuma garagara label imannya ke guncang cetek amat "
"621","Netral",0,"helmifelis jokowi kok pada kejang setelah tau yg ngumpul begitu antusiasnya lo banyak lo rakyat lo ituhehehehe "
"622","Netral",0,"drempuz donadam si faldo malah gapuak sajak dakek jo jokowi kini ko "
"623","Netral",0,"fafamarifah abjadbiru jokowi sing milih yo modelan e koyo kw ra mudenganwkwkwk"
"624","Negatif",-3,"ganjarpranowo rambut mu gak putih wajahmu gak keriput tanda suka nya di istana yang ac nya dingin sepertinya bukan dirimu yang diinginkan pak jokowi jadi presiden skip"
"625","Netral",0,"apaa iyahhh "
"626","Positif",1,"yamalik yaquddus yasalam yamuhaimin yakhaliq yawahhab yasamiik yabasyir yalatiif yasomad yamujib mhn lindungi jokowi kiyaimarufamin puanmaharaniri bamsoet puspentni officialmkri dri segala niatampikhtiar kmudaratan aamiinyarabbal alamiin nahdlatululama muhammadiyah"
"627","Negatif",-1,"andisinulingga saya sejak awal ga percaya ga stuju pemimpin terpilih itu adalah cerminan dari para pemilih pendukungnya laah pak jokowi dulu dah katakan ga minat periode katanta taat konstitusi lah kok pendukungnya masih bersuara jokowi periode"
"628","Negatif",-1,"getarannusa maryshelparaiso masyarakat ber terimakasih kepada presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"629","Netral",0,"jokowi mantap pak"
"630","Netral",0,"beroari jokowi ganjarpranowo anies diarahkan pakde utk dipilih sbg pemimpin aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono sewordtv cokrotv sctv cnn"
"631","Negatif",-1,"jokowi yah di upload di akunya gak malu apa ya "
"632","Negatif",-2,"nirmala mansyuli chusnulch jokowi relawan kami sudah rencanakan acara berbulan yang lalu jadi gak mungkin batal hanya karena gempa cianjur geblek"
"633","Netral",0,"jokowi apa yang anda cari sih sebenarnya mbok udah "
"634","Positif",1,"nadegemarzan maryshelparaiso terima kasih pak jokowi masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"635","Netral",0,"partaisocmed karena kapasitas jokowi bukan pada level untuk memimpin negara walikota atau gubernur sudah maksimal"
"636","Positif",1,"meidyengel mantap jokowi ini programnya sukses sekali yaaa jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"637","Netral",0,"daftar oknum petinggi polri yg diduga penerima suap tambang ilegal sudah di posting media polri masih mau diam aja propampolri listyosigitp divhumaspolri kompolnasri mohmahfudmd dprri kejaksaanri jokowi kspgoid "
"638","Positif",1,"ammi apresiasi kepada presiden jokowi papuayouthcreativehub "
"639","Positif",1,"jokowi bujer nye plangaplongo pada nongol "
"640","Negatif",-1,"politisi pdip kritik keras acara relawan jokowi digbk "
"641","Netral",0,"jokowi kerja untuk negeri presiden jokowi memang seorang pemimpin yang berhasil jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"642","Positif",1,"ahdtaufiq kalo melihat sekilahb sepertinya pak jokowi menikmati acara tersebut kok bisa dianggap mengkerdilkan bahkan tweet pak jokowi kelihatan bahagia sekali"
"643","Netral",0,"meidyengel kita terus dukung jokowi dan penerusnya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"644","Positif",3,"tempodotco haha apalagi kalau bu ketum sdh pensiun di pdip bisa hilang trah sukarno dibajak oleh pemodal yg dibelakang relawan ini dari pada bikin partai kya hary tanoe mending bajak pdip aja nanti jadiin jokowi atau ganjar ketum mana pasti jdi prtai penguasa"
"645","Negatif",-2,"jokowi ente merasakan kesusahan ane sebangai rakyat indonesia ga jok ente tau ga kesusahan dan kesenangan ane jok ngetwit karo lambe mu kui ra singkron blas pean cuk"
"646","Negatif",-1,"goldhias giginpraginanto jokowi yg nipu itu bukan jkw tapi mukidi"
"647","Negatif",-1,"ferdyferandi jokowi mohmahfudmd listyosigitp doni kontol"
"648","Positif",1,"meidyengel semangat pak jokowi kita harus tetap berjuang bersama indonesia maju dengan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"649","Netral",0,"ayo pak listyosigitp pak jokowi ditindaklanjuti demi rakyat check out adsants video tiktok "
"650","Netral",0,"irsuwaji paltiwest kalian seneng ya melihat pak jokowi di katain kadrun seperti ini "
"651","Negatif",-7,"rakyat peduli ibu pertiwi hrs tahu naga kapitalis dan oligarkhi paling benci dg anies r baswedan dan prabowo itu sebabnya pilihlah diantara kedua orang ini tp fokus pd anies r baswedan jk prabowo masih belum punya sikap terhadap rezim jokowi"
"652","Negatif",-1,"jokowi ada rakyatnya yg lagi berduka tapi"
"653","Positif",1,"maryshelparaiso terima kasih pak jokowi masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"654","Negatif",-3,"detikcom kadrun selalu diombang ambingkan dan berharap pakde jokowi berkata next presiden adalah orang yaman"
"655","Negatif",-3,"restycayah niluhdjelantik jokowi pantas si resty peduli ama niluh org niluh juga peduli ama dia tuh buktinya ditanyain hr ini udah maka apa blm pake panggilan sayang lg suitsuit "
"656","Netral",0,"jokowi pemimpin yg dibutuhkan pemimpin yg hebat mampu membawa indonesia ke arah yg lebih baik sesuai dgn tujuan bernegara sebagaimana termaktub dlm pembukaan uud "
"657","Negatif",-2,"jokowi datanya dari bantuan apapunhari ini bansos keluar kalo gak ada aku gak apaapa cuma pengen tau aja maksud orng yg poto rumah dari kepemerintahan dan ngomong ada daptaran tapi kagak ada orangnya kp lengkongdes sagara kec cibalong kab garut bpk irodibu yuyun rtrw"
"658","Negatif",-2,"tapi nama lengkapnya kan anies rasyid baswedan jadi gak mesti disingkat dengan inisial yg itu kan kecuali emang maksa jokowi juga kan umumnya gak disingkat jd jw walau itu bener inisial namanya jd emg lu maksa aja cari singkatan yg mau ngerendahin orang "
"659","Negatif",-1,"andiarief siapa yg ditunjuk jokowi itu yg akan memenangi presiden ayo taruhan doss kondom bergerigi berani"
"660","Negatif",-1,"tonton tips menyesatkan jokowi ganjar tolak diendorse di youtube "
"661","Negatif",-1,"hasto pdip tak sepakat asumsi jokowi soal pemimpin berambut putih "
"662","Negatif",-1,"bradharizz jokowi ya udah reoni sana drunngak udah ngamuk simple kan drun"
"663","Negatif",-2,"yantireinke alisyarief cm ada di era pak jokowi yg sering kalian bilang pki tapi orang kemekkah saja saking terkenalnya sebut rupiah jokowi gak ada sebut rijik  "
"664","Positif",3,"terima kasih guru berkat jasa mu kami mengenali dunia selamat hari guru nasional cakiminow dpppkb bujenggo hanifdhakiri halimiskandarnu jokowi emhasanuddin "
"665","Negatif",-2,"jokowi turun lah pak rakyat miskin banyak yg menderita"
"666","Negatif",-1,"restu pak jokowi hampir dipastikan berlabuh untuk pasangan ganjarpranowo erickthohir kolaborasi keduanya akan mampu memajukan indonesia bangkitbersamaet "
"667","Negatif",-4,"sangguru andisinulingga jokowi cara sederhana membasmi parasit cukup dgn membakar nya iya ga sih "
"668","Negatif",-2,"elonaralans chusnulch jokowi pingsan apa pura mati lo "
"669","Negatif",-4,"kata buzzerrp kabinet jokowi dan menterinta adalah team tangguh tangguh apanya sih orang jahat pada rakyat jahat pada bangsa itu rentan jatuh rakyatlebihcintaanies rakyatlebihcintaanies "
"670","Netral",0,"punokawan inilahdotcom kalo di undangannya ditulis akan dihadiri bapak jokowi kira kira pada dateng nggak ya itu emak emak pengajian cuma nanya nggak terima gas ya"
"671","Positif",1,"joksuper wanspati dzakysafaraz pencerah ekonomi kita digerakkan umkm pak jokowi tidur aja juga pasti ada pertumbuhan atau malah lebih bagus"
"672","Negatif",-1,"diantara halusinasi dan realita relawan jokowi "
"673","Netral",0,"putridrupadi maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"674","Negatif",-1,"citralestarip stresnowat presiden nyindir jokowi kening nya berkerut trus"
"675","Negatif",-2,"ramai capres rambut putih netizen kaitan kriteria presiden jokowi mengarah terhadap ganjar pranowo "
"676","Netral",0,"maryshelparaiso mantap memang pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur"
"677","Negatif",-1,"jokowi kami ini inginnya daya beli meningkat kenyataannya malah merosot"
"678","Positif",1,"sekertaris jenderal dpp pdip hasto kristiyanto mengkritik adanya agenda nusantara bersatu yang digagas oleh relawan presiden joko widodo jokowi di sugbk senayan jakarta sabtu "
"679","Netral",0,"mengenalkan sejak dini nkrihargamati tppjatim tpppasuruan tppbangil jokowi halimiskandarnu ariasharie enterdeeper mifthulmunir gosbrodhen cakfuri ahamonday nurimaulidiz ekoherunat kpwjatim uberdesa pondoksepuh faridwahyulie haniskuncoro "
"680","Positif",3,"merahputihsuara rr adlh contoh pemimpin yg rendah hati amp mau melakukan restorasi kemajuan aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono"
"681","Positif",1,"nirmala jokowi negara kesatuan relawan indonesia rapat akbar konsolidasi pencegahan tuntutan hukum pasca lengser"
"682","Negatif",-2,"kritik acara relawan jokowi di gbk sayap pdip geram menempel di lingkar kekuasaan cuma jadi benalu "
"683","Negatif",-1,"kumpulkan massa di gbk jokowi pamer kesaktiannya meski bukan ketum partai "
"684","Netral",0,"jokowi berikan bukti nyata kerja untuk indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"685","Netral",0,"jokowi pidato nya ga mutu"
"686","Netral",0,"pak jokowi "
"687","Positif",1,"bachrumachmadi nah kalo kata pengamat sih begini tapi pendukung masing kan maunya jagoannya yang jadi ri "
"688","Netral",0,"olvaholvah jokowi maksudnya bukan kaya gt nnti biar mentri penerangan yg menerangkan"
"689","Positif",1,"apresiasi kepada bapak jokowi papuayouthcreativehub "
"690","Positif",1,"putridrupadi maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"691","Netral",0,"maraalmira semangat perjuangan pak jokowi maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"692","Negatif",-2,"alisyarief kata ganjar bukan gue bukan gue relawan jokowi bego bareng "
"693","Negatif",-4,"wekawekaweka chusnulch jokowi itu bkn bercanda tp presiden sudah ikut campur urusan politik dan habisin uang milyar disaat ada bencana gempa untuk pertemuan spt itu tujuan politis dan tdk ada manfaat selain menipu para peserta dgn acara doa istighosa tujuannya apa selain pemebelahan dan polarisasi"
"694","Positif",2,"maraalmira jokowi sangat tabah menjaga indonesia maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi"
"695","Negatif",-4,"koonerkhadi restycayah dih pura tolol apa tolol beneran keknya tolol beneran takut makanya ngeles anjeng lo jokowi kira itu klo diganti dengan kata anjeng yg difoto elu berwibawa lo jokowi dengan konteks cuitannya lebih kemana silahkan ngeles lg saya tau kok anda tolol pasti defensive"
"696","Negatif",-6,"para pengemudi ojek dan taksi online adalah orangorang yang berani menembus batas berani keluar dari zonazona nyaman dan berani keluar dari tradisi dan menjadi pelopor model pekerjaan baru bersamajokowi indonesiamaju jokowi "
"697","Negatif",-2,"slebew zolapapazola msaiddidu yg posting jg para sakit hatimfudah pada tua bentar lg matimbok berbuat baik jauhkan rasa benci kepanjangan jk emng anda bekerja baik dan benar tdk mungkin dipecat m jokowiberarti ada yg bener maka dipecattrus buat barisan sakit hatikatanya orang berilmu ko cetek"
"698","Positif",4,"pagiperindu anies contoh pemimpin yg rendah hati amp mau melakukan kebaikan utk kebahagiaan aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono"
"699","Netral",0,"subur jokowi memang sampah"
"700","Netral",0,"ferdyferandi jokowi mohmahfudmd listyosigitp kalau saya jadi kapolres cianjur hanya ada pilihan utk menyikapi kasus tsb menindak tegas kelompok intoleran tsb atau mengundurkan diri sbg kapolres cianjur"
"701","Negatif",-1,"satriohendri antaranews pengamat gas melon bersabda sebenarnya gue salut dan bagga dg kehebatan pak jokowitapi apa mau dikata demi asap dapur gue udah tekan kontrak sebagi pembenci pak jokowi"
"702","Positif",1,"salam satu komando salam nkri kereen bp jokowi "
"703","Negatif",-3,"detikcom yg ngadain acara kayanya pemodal pendukung jokowi dh bukan dari partai mereka ngadain karena dpt info dari lembaga survei sewaan mereka kalau anies sdang naik bngt elektabilitasny klo didiamkan anies yg jd presiden cara lewat kpk sdh gak mungkin lagi utk gagalkan anies"
"704","Positif",2,"yantireinke alisyarief mending bikin tagar lg sono atau reuni demi  pak jokowi disegani oleh bangsa lain lah elo cm bisa demo  mikir"
"705","Negatif",-1,"masyarakat sangat mendukung kinerja program kerja pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"706","Positif",2,"gak ada manfaatnya tapi kok selalu disambut meriah oleh rakyat daripada acara jokowi gak jelas di gbk hamburkan uang rakyat sampai m "
"707","Negatif",-4,"tim bubur di aduk atau ngga sih itu terserahtapi kinerja jokowi jelek tuh kita harus sepakat ga sih"
"708","Netral",0,"rantajawi maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"709","Negatif",-3,"broaly yaellaahhh rahmasarita gak usah ngatur neng pak jokowi udah tauntar kalau pak jokowi bilang jgn pilih yg gak bisa kerja yg cuma pinter ngomomg kadrunz ngamuk lagi intinya maah bakalan salah aja pak jokowi dimata kadrunz maah mending loe jualan anies deh "
"710","Netral",0,"zelisslie pak jokowi kerja kerja kerja pak choi soobin keras keras keras"
"711","Positif",2,"daracega gak ada manfaatnya tapi kok selalu disambut meriah oleh rakyat daripada acara jokowi gak jelas di gbk hamburkan uang rakyat sampai m "
"712","Negatif",-1,"tokdlg restycayah niluhdjelantik jokowi ini diambil dri citra satelit ya tok"
"713","Positif",5,"ajiesra aniesbaswedan bener bangetsi wan kibul meniru gaya jokowi blusukan terus ke tukang pangkasini gaya jkw banget sampaix dulu pas jkw ke garut dipangkas diledekin kadrunskg si wan bacod niru kadrun mingkem nies lu mah ga bisa kerjakagak kreatif jd dosen aja lebih cocok paham "
"714","Negatif",-2,"resubunpitter bamseng jokowi ganjarpranowo yang rambut hitam "
